dispensable          [dis'pensәbl]                   adj.不必要的，可有可无的
dispense             [dis'pens]                      v.分配，分发
disperse             [dis'pә:s]                      v.消散，驱散
displace             [dis'pleis]                     v.换置；使某人某物离开原位
disport              [dis'pɒ:t]                      v.玩耍、嬉戏
disposable           [dis'pәuzәbl]                   a.一次性使用的；可动用的
disposal             [dis'pәuzәl]                    n.清除，处理
dispose              [dis'pәuz]                      v.使倾向；处理掉
disposed                                             a.愿意的，想干的
disposed                                             adj.愿意，想干
disposition          [,dispә'ziʃәn]                  n.处理；天性，气质
disposition          [,dispә'ziʃәn]                  n.处理，天性、气质
dispossessed         [,dispә'zes]                    adj.被剥夺财产的
disproof             [dis'pru:f]                     n.反证，反驳
disprove             [,dis'pru:v]                    v.证明…有误
disputant            [dis'pju:tәnt]                  n.争执者，争论者
disputatious                                         adj.好争辩的
dispute              [dis'pju:t]                     v.争论
disquiet                                             v.n.担心，焦虑
disquisition         [,diskwi'ziʃәn]                 n.长篇演讲，专题论文
disregard            [,disri'gɑ:d]                   v./n.疏忽，漠视
disreputable         [dis'repjutәbl]                 adj.品格不端的，见不得人的
disrepute            [,disri'pju:t]                  n.名声不好
disrupt              [dis'rʌpt]                      v.弄乱，扰乱
disruptive                                           a.制造混乱的
dissect              [di'sekt]                       v.解剖
dissemble            [di'sembl]                      v.隐藏，掩饰(感受、意图)
dissemble            [di'sembl]                      v.隐藏、掩饰（感受，意图）
disseminate          [di'semineit]                   v.散布，传播
dissent              [di'sent]                       v.不同意，持异议
dissenter            [di'sentә]                      n.持异义者
dissertation         [,disә'teiʃәn]                  n.专题论文
dissident            ['disidәnt]                     n.唱反调者
dissimulate          [di'simjuleit]                  v.隐藏，掩饰
dissimulate          [di'simjuleit]                  v.隐藏、掩饰
dissipate            ['disipeit]                     v.(使)驱散；浪费
dissipate            ['disipeit]                     v.（使）驱散，浪费
dissipated           ['disipeitid]                   adj.浪费的，放荡的
dissociation         [di,sәusi'eiʃәn]                n.分离，脱离关系
dissolute            ['disәljut]                     a.放荡的，无节制的
dissolute            ['disәljut]                     adj.放荡的，无节制的
dissolve             [di'zɒlv]                       v.使固体溶解
dissonance           ['disәnәns]                     n.不和谐（的音调）
dissonant            ['disәnәnt]                     a.不和谐的，不一致的
dissonant            ['disәnәnt]                     adj.不和谐的，不协调的
dissuade             [di'sweid]                      v.劝阻，阻止
distant              ['distәnt]                      a.疏远的，冷淡的
distend              [di'stend]                      v.(使)膨胀，胀大
distend              [di'stend]                      v.（使）膨胀，胀大
distension                                           n.膨胀
distill              [dis'til]                       v.蒸馏
distillation         [,disti'leiʃәn]                 n.蒸馏
distinct             [dis'tiŋkt]                     a.清楚的，明显的
distinction          [dis'tiŋkʃәn]                   n.区别，差别；知名
distinction          [dis'tiŋkʃәn]                   n.区别、差别，知名
distinctive          [di'stiŋktiv]                   a.出众的，有特色的
distinguished        [dis'tiŋgwiʃt]                  a.著名的，卓越的
distinguished        [dis'tiŋgwiʃt]                  adj.著名的，卓越的
distort              [dis'tɒ:t]                      v.扭曲，弄歪
distract             [dis'trækt]                     v.分心，转移；使发狂，困扰
distracted           [dis'træktid]                   a.心烦意乱的，精神不集中的
distracted           [dis'træktid]                   adj.心烦意乱的.精神不集中
distraught           [dis'trɒ:t]                     a.心神狂乱的
distraught           [dis'trɒ:t]                     adj.心神狂乱的
distress             [di'stres]                      n.痛苦，悲痛
distressing          [di'stresiŋ]                    adj.使人痛苦的
distribute           [di'stribju:t]                  v.分发，分配某事物
district             ['distrikt]                     n.地区，行政区，（美国各州的）众议院选区
disturbance          [dis'tә:bәns]                   n.扰乱、骚动
dither               ['diðә]                         n.v.慌张，犹豫不决
ditty                ['diti]                         n.小曲，小调
diurnal              [dai'ә:nl]                      a.白昼的，白天的
diurnal              [dai'ә:nl]                      adj.白昼的，白天的
diva                                                 n.歌剧中的首席女主角
divagate                                             v.（文章或谈话）离题，漂泊
diver                ['daivә]                        n.潜水员
diverge              [dai'vә:dʒ]                     v.分歧，分开
divergence           [dai'vә:dʒәns]                  n.分歧，分开
divergent            [dai'vә:dʒәnt]                  a.分叉的，岔开的，背道而驰的
diverse              [dai'vә:s]                      a.不同的；多样的
diverse              [dai'vә:s]                      adj.不同的，种种的
diversity            [dai'vә:siti]                   n.多样，千变万化
diversity            [dai'vә:siti]                   n.多样，变化万千
divert               [dai'vә:t]                      v.使某事物转向；使娱乐
divest               [dai'vest]                      v.卸下盛装；剥夺
divest               [dai'vest]                      (of)
divestiture                                          n.脱衣，卸下装饰；剥夺财产；取消称号
divestiture                                          n.剥夺，脱衣
dividend             ['dividend]                     n.（股份的）红利
divine               [di'vain]                       v.推测，预言
divulge              [di'vʌldʒ]                      v.泄露，透露
docile               ['dәusail]                      a.驯服的，听话的
dock                 [dɒk]                           v.剪短，扣除…的一部份
doctrinaire          [,dɒktri'nєә]                   n.空论家；a.教条的，迂腐的
doctrinaire          [,dɒktri'nєә]                   n.空论家，adj.教条的，迂腐的
doctrine             ['dɒktrin]                      n.教义，主义；学说
document             ['dɒkjumәnt]                    v.为…提供书面证明
dodder               ['dɒdә]                         v.蹒跚，摇摆
doddle                                               n.轻而易举之事
dodge                [dɒdʒ]                          v.闪开，躲避
dodge                [dɒdʒ]                          v.闪开、躲避
doff                 [dɒf]                           v.脱掉（外衣，帽子）
dogged               ['dɒgid]                        a.顽强的
doggerel             ['dɒgәrәl]                      n.歪诗，打油诗
dogma                ['dɒgmә]                        n.教条，信条
dogmatic             [dɒg'mætik]                     adj.教条的，教义的
dogmatism            ['dɒgmәtizm]                    n.教条主义，武断
doldrums             ['dɒldrәmz]                     n.赤道无风带；情绪低落
doldrums             ['dɒldrәmz]                     n（海洋上的）无风带，情绪低沉
doleful              ['dәulful]                      a.忧愁的，消沉的
doleful              ['dәulful]                      adj.忧愁的，消沉的
dolorous             ['dɒlәrәs]                      a.悲哀的，忧愁的
dolorous             ['dɒlәrәs]                      adj.悲哀的，忧愁的
dolt                 [dәult]                         n.傻瓜
dolt                 [dәult]                         n.笨蛋，傻瓜
doltish              ['dәultiʃ]                      adj.愚笨的
domain               [dәu'mein]                      n.领土；领域
domain               [dәu'mein]                      n.领土，领域
dome                 [dәum]                          n.圆顶屋
dome                 [dәum]                          n.圆屋顶
domesticate          [dәu'mestikeit]                 v.驯养（动物）
domesticity          [,dәumes'tisiti]                n.（喜欢）家庭生活
domicile             ['dɒmisail]                     n.住处，住所
dominant             ['dɒminәnt]                     a.显性的，优势的
dominate             ['dɒmineit]                     v.控制，支配
domination           [,dɒmi'neiʃәn]                  n.控制，支配，管辖
don                  [dɒn]                           v.穿衣，戴帽
donate               ['dәuneit]                      v.捐赠，赠送
donor                ['dәunә]                        n.捐赠者，赠送者；献血者
doodle               ['du:dl]                        v.胡乱画；混时间
dormancy             ['dɒ:mәnsi]                     n.休眠状态
dormant              ['dɒ:mәnt]                      a.冬眠的；静止的
dormant              ['dɒ:mәnt]                      adj.冬眠的，静止的
dorsal               ['dɒ:sәl]                       a.背部的
dorsal               ['dɒ:sәl]                       adj.背部的，背脊的
dose                 [dәus]                          n.剂量，一剂
dose                 [dәus]                          n.（药）剂量，一剂
dossier              ['dɒsiei]                       n.卷宗，档案
dotage               ['dɒtidʒ]                       n.老年糊涂，溺爱
dote                 [dәut]                          v.溺爱；昏聩
dote                 [dәut]                          v.溺爱，昏愦
doting               ['dәutiŋ]                       a.溺爱的
doting               ['dәutiŋ]                       adj.溺爱的
double-cross                                         v.欺骗，出卖
dour                 [duә]                           a.严厉的，脸色阴沉的
douse                [daus]                          v.把…浸入水中；熄灭
douse                [daus]                          v.把…浸入水中，用水泼
dowdy                ['daudi]                        adj.不整洁的，过旧的
down                 [daun]                          n.绒毛；汗毛
down                 [daun]                          n.绒毛，汗毛
down-to-earth                                        n.脚踏实地的，实际的
downcast             ['daunkɑ:st]                    adj.意志消沉的，朝下的
downplay             ['daunplei]                     v.贬低，不予重视
downplay             ['daunplei]                     v.贬低，低估
downpour                                             n.暴雨
downtrodden                                          adj.被压制的
doyen                ['dɒiәn]                        n.老前辈
drab                 [dræb]                          a.枯黄色的；无聊的
drab                 [dræb]                          adj.枯黄色的，无聊的
drabness             [dræbnəs]                       n.乏味
draconian                                            a.严厉的，严酷的
draconian                                            adj.严峻的，苛刻的
draft                [dræft, drɑ:ft]                 n.草稿，草案；汇票
draftsmanship                                        n.起草术，制图术
drain                [drein]                         v.排出沟外；喝光
drainage             ['dreinidʒ]                     n.排水；污水
drainage             ['dreinidʒ]                     n.排水，污水
drastic              ['dræstik]                      a.猛烈的，激烈的
drawbridge           ['drɒ:bridʒ]                    n.吊挢
drawbridge           ['drɒ:bridʒ]                    n.吊桥
drawl                [drɒ:l]                         v./n.慢吞吞地说话（态度）
drawl                [drɒ:l]                         v.慢吞吞说，拉长腔调说
dreary               ['driәri]                       a.沉闷的，乏味的
dreary               ['driәri]                       adj.沉闷的，乏味的
dredge               [dredʒ]                         v.用挖泥机疏浚，疏通
dredger              ['dredʒә]                       n.挖泥船
dregs                [dreg]                          n.糟粕，沉淀废物
dregs                [dreg]                          n.渣滓，糟粕
drench               [drentʃ]                        v.使湿透
drenched             [drentʃ]                        a.湿透的
drenched             [drentʃ]                        adj.湿透的
dribble              ['dribl]                        v.（液体）往下滴，淌
drill                [dril]                          n.钻；钻床
drivel               ['drivәl]                       n./v.说废话
drizzle              ['drizl]                        v.下毛毛雨；n.毛毛雨
drizzle              ['drizl]                        v.n.下毛毛雨，毛毛雨
drizzly              ['drizli]                       a.毛毛细雨的
drizzly              ['drizli]                       adj.毛毛细雨的（a　drizzly　day）
droll                [drɒl]                          a.古怪的，好笑的
droll                [drɒl]                          adj.古怪的，好笑的
drollery             ['drɒlәri]                      n.滑稽
drone                [drәun]                         v.嗡嗡地响，单调地说；n.单调的低音
drone                [drәun]                         v.嗡嗡地响，n.单调的低音
drool                [dru:l]                         v.流口水，胡说
droop                [dru:p]                         v.低垂；沮丧，萎靡
droplet              ['drɒplit]                      n.小水滴
dross                [drɒs]                          n.浮渣；糟粕
dross                [drɒs]                          n.浮渣，糟粕
drought              [draut]                         n.干旱；干旱时期
drove                [drәuv]                         n.畜群；人群
drove                [drәuv]                         n.畜群，人群
drudge               [drʌdʒ]                         v.劳碌，做苦差事，n.劳碌的人
drudgery             ['drʌdʒәri]                     n.苦工，苦活
dual                 ['dju:әl]                       a.双重的
dual                 ['dju:әl]                       adj.双重的
dubious              ['dju:biәs]                     a.可疑的；名声不大好的
duckling             ['dʌkliŋ]                       n.雏鸭，小鸭
duct                 [dʌkt]                          n.管道，槽
ductile              ['dʌktail]                      adj.易拉长的，易变形的，可塑的
duel                 ['dju:әl]                       n.决斗
duet                 [dju:'et]                       n.二重唱
dulcet               ['dʌlsit]                       adj.（声音）悦耳的，美妙的
dull                 [dʌl]                           a.不鲜明的；迟钝的；v.变迟钝
dummy                ['dʌmi]                         n.人体模型，假人
dunce                [dʌns]                          n.蠢材，笨人
dune                 [dju:n]                         n.沙丘
dupe                 [dju:p]                         n.易上当的人
dupe                 [dju:p]                         n.受骗的人，上当者
duplicitous                                          a.搞两面派的，奸诈的
duplicity            [dju:'plisiti]                  n.欺骗，口是心非
duration             [dju'reiʃәn]                    n.持续的时间
duress               [djuә'reis]                     n.胁迫
duress               [djuә'reis]                     n.协迫
dutiful              ['dju:tiful]                    a.恭敬顺从的，尽职的
dwarf                [dwɒ:f]                         n.侏儒；矮小的植物；v.使变矮小
dwarf                [dwɒ:f]                         n.侏儒，矮小的植物v.阻碍…的正常发育
dwelling             ['dweliŋ]                       n.住处
dwindle              ['dwindl]                       v.变小
dwindle              ['dwindl]                       v.日渐减少，变小
dynamic              [dai'næmik]                     a.动态的；有活力的
dynamic              [dai'næmik]                     adj.动态的，有活力的
dynamite             ['dainәmait]                    n.炸药，扣人心弦的事
dynamo               ['dainәmәu]                     n.发电机
dysfunctional        [dis'fʌŋkʃәn]                   a.功能失调的
dyslexia             [dis'leksiә]                    n.阅读障碍
dyslexia             [dis'leksiә]                    n.阅读
dyspepsia                                            n.消化不良（
dyspeptic            [dis'peptik]                    a.消化不良的；不高兴的
earnest              ['ә:nist]                       a.认真的
earplug              ['iәplʌg]                       n.耳塞
earring              ['iәriŋ]                        n.耳环，耳饰
earshot              ['iәʃɒt]                        n.听力所及范围
earsplitting         ['iәsplitiŋ]                    a.震耳欲聋的
earthly              ['ә:θli]                        a.现世的，尘世的
earthy               ['ә:θi]                         a.粗俗的，粗陋的
easel                ['i:zәl]                        n.黑板，画架
eaves                [i:vz]                          n.屋檐
eavesdrop            ['i:vzdrɒp]                     v.偷听，窃听
ebb                  [eb]                            v.退潮；衰退
ebb                  [eb]                            v.退潮、衰退
ebullience           [i'bʌljәns]                     n.兴冲冲，亢奋
ebullience           [i'bʌljәns]                     n.兴高采烈，兴冲冲
ebullient            [i'bʌljәnt]                     adj.兴冲冲的，热情奔放的
eccentric            [ik'sentrik]                    a.古怪的，反常的；n.古怪的人
eccentric            [ik'sentrik]                    adj.古怪的，反常的
eccentricity         [,eksen'trisiti]                n.反常，怪癖
ecdysis              ['ekdisis]                      n.（动物）蜕皮，换羽毛
echelon              ['eʃәlɒn]                       n.等级，阶层
eclectic             [ek'lektik]                     a.折衷的，综合性的
eclectic             [ek'lektik]                     adj.折衷的，综合性的
eclecticism          [ek'lektisizm]                  n.折衷主义
eclipse              [i'klips]                       n.（日，月）蚀，名声缺落，失势
eclogue              ['eklɒg]                        n.田园诗，牧歌
ecologist            [i:'kɒlәdʒist]                  n.生态学家，生态学者
economical           [,i:kә'nɒmikәl]                 a.经济的，节约的
economize            [i'kɒnәmaiz]                    v.节省（钱、时间等）
ecstasy              ['ekstәsi]                      n.狂喜；激情状态
ecstasy              ['ekstәsi]                      n.狂喜，心醉神怡
ecstatic             [ik'stætik]                     a.狂喜的，心花怒放的
ecstatic             [ik'stætik]                     adj.狂喜的，心花怒放的
eddy                 ['edi]                          n.漩涡，涡流
edict                ['i:dikt]                       n.法令、命令
edification          [,edifi'keiʃәn]                 n.陶冶、教诲
edifice              ['edifis]                       n.宏伟的建筑(如宫殿、教堂)
edifice              ['edifis]                       n.宏伟的建筑物（如宫殿，教室）
edify                ['edifai]                       v.陶冶，启发
eerie                ['iәri]                         adj.胆怯的，引起恐惧的
efface               [i'feis]                        v.擦掉，抹去
effeminate           [i'feminit]                     adj.柔弱的，缺乏勇气的
effervesce           [,efә'ves]                      v.冒泡；热情洋溢
effervesce           [,efә'ves]                      v.冒泡，热情洋溢
effete               [i'fi:t]                        a.无生产力；虚弱的
effete               [i'fi:t]                        adj.无生产力的，虚弱的
efficacious          [,efi'keiʃәs]                   a.有效的
efficacy             ['efikәsi]                      n.功效，有效性
effigy               ['efidʒi]                       n.假人，模拟像
effluvia                                             n.气味，恶臭；废料
effortless           ['efәtlis]                      adj.不费力的
effrontery           [i'frʌntәri]                    n.厚颜无耻
effulgence           [i'fʌldʒәns]                    n.灿烂的光，强光
effulgent            [i'fʌldʒәnt]                    a.灿烂的
effulgent            [i'fʌldʒәnt]                    adj.光辉的，灿烂的
effusive             [i'fju:siv]                     adj.流出的，感情奔放的
egalitarian          [i,gæli'tєәriәn]                a.主张人人平等的
egalitarian          [i,gæli'tєәriәn]                adj.主张人人平等的
egocentric           [,egәu'sentrik]                 a.利己的
egocentric           [,egәu'sentrik]                 adj.自我中心的，利己的
egotist              ['egәutist]                     n.自私自利者
egregious            [i'gri:dʒiәs]                   a.(缺点等)过分的，惊人的
egregious            [i'gri:dʒiәs]                   adj.(缺点等)过份的，惊人的
egress               ['i:gres]                       n.出去，出口
ejaculate            [i'dʒækjuleit]                  v.突然叫出或说出,射出
ejaculation          [i,dʒækju'leiʃәn]               n突然大叫
eject                [i'dʒekt]                       v.喷出、逐出
elaborate            [i'læbәreit]                    a.精致的，复杂的；v.详尽地说明，阐明
elaborate            [i'læbәreit]                    adj.精致的、复杂的
elaborate            [i'læbәreit]                    v.详尽地说明，阐明
elaboration          [i,læbә'reiʃәn]                 n.详细的细节，详尽阐述
elaboration          [i,læbә'reiʃәn]                 n详细说明,细致的工作
elapse               [i'læps]                        v.(光阴)消逝
elastic              [i'læstik]                      adj.有弹性的,灵活的
elasticity           [i,læs'tisiti]                  n.弹性
elated               [i'leitid]                      a.得意洋洋的，振奋的
elated               [i'leitid]                      adj.得意洋洋的
elation              [i'leiʃәn]                      n.得意、振奋
elbow                ['elbәu]                        n.肘
electorate           [i'lektәrit]                    n.(全体)选民
elegy                ['elidʒi]                       n.哀歌，挽歌
elegy                ['elidʒi]                       n.哀歌、挽歌
elementary           [,eli'mentәri]                  a.初级的
elephantine          [,eli'fæntain]                  a.笨拙的，庞大的
elephantine          [,eli'fæntain]                  adj.笨拙的,巨大的
elevate              ['eliveit]                      v.将…举起
elicit               [i'lisit]                       v.引出，探出
elicit               [i'lisit]                       v.引出
elide                [i'laid]                        v.省略(音、音节)
eligible             ['elidʒәbl]                     a.合格的
eligible             ['elidʒәbl]                     adj.适合被选的，合格的
eliminate            [i'limineit]                    v.除去，淘汰
eliminate            [i'limineit]                    v.除去,淘汰
elite                [ei'li:t]                       n.精华，中坚
elitism              [ei'litizm]                     n.精英论,优秀人士统治
elixir               [i'liksә]                       n.长生不老药，仙丹妙药
ellipse              [i'lips]                        n.椭圆(形)
ellipsis             [i'lipsis]                      n.省略
elliptical           [i'liptikәl]                    a.椭圆的；晦涩的；省略的
elm                  [elm]                           n.榆树
elocution            [,elә'kju:ʃәn]                  n.演说术
elongate             ['i:lɒŋgeit]                    v.延长，伸长
elongate             ['i:lɒŋgeit]                    v.延长,伸长
elongation           [,i:lɒŋ'geiʃәn]                 n.延伸
elope                [i'lәup]                        v.私奔
eloquence            ['elәkwәns]                     n.雄辩，精彩演讲
eloquence            ['elәkwәns]                     n.雄辩，口才
eloquent             ['elәkwәnt]                     adj.雄辩的,演说动人的
elucidate            [i'lu:sideit]                   v.阐明，说明
elucidate            [i'lu:sideit]                   v.阐明说明
elude                [i'lu:d]                        v.逃避；搞不清
elude                [i'lu:d]                        v.逃避,
elusive              [i'lu:siv]                      a.难懂的
elusive              [i'lu:siv]                      adj.难懂的
emaciate             [i'meisieit]                    v.使…瘦弱；消瘦
emaciate             [i'meisieit]                    v.使瘦弱
emaciated            [i'meisieitid]                  adj.瘦弱的
emaciation           [i,meisi'eiʃәn]                 n.消瘦，衰弱
emanate              ['emәneit]                      v.散发，发出，发源
emancipate           [i'mænsipeit]                   v.解放，解除
emancipate           [i'mænsipeit]                   v.解放,解除
emancipation         [i,mænsi'peiʃәn]                n.释放,解脱
embankment           [im'bæŋkmәnt]                   n.堤岸,路基
embargo              [im'bɑ:gәu]                     n.禁运令，封港令
embarrass            [im'bærәs]                      v.使忸怩，使难堪
embed                [im'bed]                        v.牢牢插入，嵌于
embed                [im'bed]                        v.牢牢插于,嵌于
embellish            [im'beliʃ]                      v.装饰，润饰
embellish            [im'beliʃ]                      v.装饰
embezzle             [im'bezl]                       v.盗用,侵吞
embezzlement         [im'bezlmәnt]                   n.贪污，盗用
embezzlement         [im'bezlmәnt]                   n.贪污，侵吞
embitter             [im'bitә]                       v.使痛苦，使难受
emblem               ['emblәm]                       n.象征，标志
emblematic                                           a.作为象征的
emblematic                                           adj.作为象征的
embodiment           [im'bɒdimәnt]                   n.化身，体现
embody               [im'bɒdi]                       v.(作品等)表达，体现
embolden             [im'bәuldn]                     v.鼓励
embolden             [im'bәuldn]                     v.给……壮胆，鼓励
emboss               [im'bɒs]                        v.加浮雕花纹于，使凸出
emboss               [im'bɒs]                        v.加浮雕花纹于,使凸出
embrace              [im'breis]                      v.拥抱；包含
embroider            [im'brɒidә]                     v.刺绣，修饰
embroidery           [im'brɒidәri]                   n.刺绣(品),润色
embroil              [im'brɒil]                      v.牵连,卷入纠纷
embryo               ['embriәu]                      n.
embryonic            [,embri'ɒnik]                   adj.胚胎的，萌芽期的
emend                [i'mend]                        v.订正，校订
emendation           [,i:men'deiʃәn]                 n.订正，校订
emerald              ['emәrәld]                      n.祖母绿,翡翠
emerge               [i'mә:dʒ]                       v.出现，露出
emergence            [i'mә:dʒәns]                    n.出现
emergency            [i'mә:dʒәnsi]                   n.紧急事件
emetic               [i'metik]                       n.催吐药
emigrate             ['emigreit]                     v.自本国移居他国
eminence             ['eminәns]                      n.卓越，杰出
eminence             ['eminәns]                      n.卓越、杰出
eminent              ['eminәnt]                      a.著名的，显著的
eminent              ['eminәnt]                      adj.著名的、显著的
emissary             ['emisәri]                      n.密使；特使
emissary             ['emisәri]                      n.密使，特使
emission             [i'miʃәn]                       n.发出，发光,放射物
emit                 [i'mit]                         v.放射(光、热、味等)
emit                 [i'mit]                         v.放射(光热,味等)
emollient            [i'mɒliәnt]                     n.润肤剂
emolument            [i'mɒljumәnt]                   n.报酬，薪水
emote                [i'mәut]                        v.激动地表达感情
emote                [i'mәut]                        v激动地表达感情
empathy              ['empæθik]                      n.心意相通，(感情等)融为一体
empathy              ['empæθik]                      n.心意相通,(感情等)融为一体
emphatic             [im'fætik]                      a.重视的，强调的
empirical            [em'pirikәl]                    a.经验的，实证的
empirical            [em'pirikәl]                    adj.经验的、实证的
empiricism           [em'pirisizm]                   n.经验主义
employ               [im'plɒi]                       v.雇用,使用
empower              [im'pauә]                       v.授权给某人采取行动
empyreal             [,empai'ri:әl]                  a.天空的
empyreal             [,empai'ri:әl]                  adj.天空的(empyreal
empyrean             [,empai'ri:әn]                  n.天空、天神居处
emulate              ['emjuleit]                     v.努力赶上或超越
emulation            [,emju'leiʃәn]                  n.竞争,仿效
emulsify             [i'mʌlsifai]                    v.使乳化
enact                [i'nækt]                        v.制定(法律)；扮演(角色)
enact                [i'nækt]                        v.制定(法律),扮演(角色)
enactment                                            n.颁布，扮演
enamel               [i'næml]                        n.珐琅，瓷釉
enamored                                             a.珍爱的，喜爱的
enamoured                                            adj.珍爱的，喜爱的
encapsulate          [in'kæpsәleit]                  v.装入胶囊；压缩
encapsulate          [in'kæpsәleit]                  v.装入胶囊,压缩
encephalitis         [,ensefә'laitis]                n.脑炎
enchant              [in'tʃænt]                      v.使迷醉；施魔法于
enchant              [in'tʃænt]                      v.使迷醉,施魔法于
enchanting           [in'tʃæntiŋ]                    adj.讨人喜欢的
enchantment          [in'tʃæntmәnt]                  n.着魔，喜悦
encipher             [in'saifә]                      v.译成密码
enclosure            [in'klәuʒә]                     n.圈地，围占
encomiast            [en'kәumiæst]                   n.赞美者
encomium             [en'kәumjәm]                    n.赞颂，颂辞
encompass                                            v.包围，围绕
encompass                                            v.包围、围绕
encounter            [in'kauntә]                     v.遭遇
encroach             [in'krәutʃ]                     v.侵占，蚕食
encroachment         [in'krәutʃmәnt]                 n.侵入，侵犯
encumber             [in'kʌmbә]                      v.妨害，阻碍
encumbrance          [in'kʌmbrәns]                   n.妨碍物，累赘
encyclopedia         [in,saiklәu'pi:diә]             n.百科全书
encyclopedic         [in,saiklәu'pi:diә]             adj.广博的，知识渊博的
endearing            [in'diәriŋ]                     a.讨人喜欢的
endearment           [in'diәmәnt]                    n.亲爱的行为或话语
endemic              [en'demik]                      a.地方性的
endemic              [en'demik]                      adj.地方性的
endorse              [in'dɒ:s]                       v.背书；赞同
endorsement          [in'dɒ:smәnt]                   n.背书,赞同
endow                [in'dau]                        v.资助，捐助
endue(with)                                          v.赋予(才能)
endure                                               v.忍受，忍耐
enduring             [in'djuәriŋ]                    a.持续的
enervate             ['enәveit]                      v.使虚弱，使无力
enervate             ['enәveit]                      v.使虚弱,使无力
enfeeble             [in'fi:bl]                      v.使衰弱
enfetter             [in'fetә]                       v.给…上脚镣；束缚，使受制于
enflame              [ɪn'fleɪm]                      v.使愤怒或激动
enfranchise          [in'fræntʃaiz]                  v.给予选举权,释放(奴隶)
engaged              [in'geidʒd]                     a.忙碌的，使用中的
engaging             [in'geidʒiŋ]                    a.迷人的，美丽动人的
engaging             [in'geidʒiŋ]                    adj.迷人的，美丽动人的
engender             [in'dʒendә]                     v.产生，引起
engrave              [in'greiv]                      v.在(硬物)上雕刻
engross              [in'grәus]                      v.全神贯注于
engrossing                                           adj.引人入胜的
engulf               [in'gʌlf]                       v.吞噬
enhance              [in'hæns]                       v.提高，增加，改善
enhancement                                          n.增加,提高
enigma               [i'nigmә]                       n.谜,谜一样的人或事
enigmatic            [,enig'mætik]                   adj.神秘的，难解的
enjoin               [in'dʒɒin]                      v.命令，吩咐
enkindle             [in'kindl]                      v.煽动,点燃(感情
enlighten            [in'laitn]                      v.启发，开导，教导，授予…知识
enlightened          [in'laitnd]                     adj.开明的,有见识的
enlightening                                         a.有启迪作用的；使人领悟的
enlightenment        [in'laitmәnt]                   n.教化，启蒙
enlist               [in'list]                       v.(使)入伍从军，征募
enlist               [in'list]                       v.
enlistment           [in'listmәnt]                   n.
enliven              [in'laivn]                      v.使…更活跃
enmesh               [in'meʃ]                        v.通常被动)绊住，陷入网
enmesh               [in'meʃ]                        v.(通常被动)绊住,陷入网
enmity               ['enmәti]                       n.敌意，仇恨
ennui                ['ɒnwi:]                        n.倦怠，无聊；v.使无聊
enormity             [i'nɒ:miti]                     n.极恶；暴行；巨大
enormity             [i'nɒ:miti]                     n.极恶,暴行,巨大
enormous             [i'nɒ:mәs]                      a.极大的，巨大的
enormous             [i'nɒ:mәs]                      adj.极大的,巨大的
enrage               [in'reidʒ]                      v.激怒，触怒
enrapture            [in'ræptʃә]                     v.使狂喜，使高兴
enrapture            [in'ræptʃә]                     v.使狂喜,使高兴
ensconce             [in'skɒns]                      v.安置，安坐
ensconce             [in'skɒns]                      v.安置,安坐
ensemble             [ɒn'sɒŋblә]                     n.全体；大合唱
ensemble             [ɒn'sɒŋblә]                     n.全体,大合唱
enshrine             [in'ʃrain]                      v.奉为神圣,珍藏
ensign               ['ensain]                       n.舰旗(船上表示所属国家的旗帜)
ensign               ['ensain]                       n.
ensnare              [in'snєә]                       v.诱入陷阱,进入罗网
ensue                [en'su:]                        v.继而发生
ensure               [in'ʃuә]                        v.确保，担保
entail               [in'teil]                       v.需要，需求，必须
entangle             [in'tæŋgl]                      v.使纠缠，卷入
entanglement         [in'tæŋglmәnt]                  n.纠缠，牵累
enterprise           ['entәpraiz]                    n.公司，事业单位；进取心
enterprising         ['entәpraiziŋ]                  adj.
enthrall             [in'θrɒ:l]                      v.迷惑,迷住
enthralling          [in'θrɒ:liŋ]                    a.迷人的，吸引人的
entice               [in'tais]                       v.怂恿，引诱
entice               [in'tais]                       v.纵恿，引诱
enticement           [in'taismәnt]                   n.诱骗,诱人
entirety             [in'taiәti]                     n.整体，全面
entitle              [in'taitl]                      v.使有权(做某事)
entity               ['entiti]                       n.实体，统一体
entity               ['entiti]                       n.实体,统一体
entomology           [,entә'mɒlәdʒi]                 n.昆虫学
entrance             ['entrәns]                      v.使出神，使入迷
entrancing           ['entrәnsiŋ]                    a.使人入神的
entreat              [in'tri:t]                      v.恳求
entreaty             [in'tri:ti]                     n.恳求，哀求
entreaty             [in'tri:ti]                     n.恳求,哀求
entrenched                                           adj.(权力,风俗等)确立的,确定的
entrepreneur         [,ɒntrәprә'nә:]                 n.企业家，创业人
entrust              [in'trʌst]                      v.委托；托付
entrust              [in'trʌst]                      v.委托,付托
entry                ['entri]                        n.条目；登录；报关手续；入口
entree               ['ɒntrei]                       n.主菜；获准进入的权利
entwine              [in'twain]                      v.使缠绕,交织
enumerate            [i'nju:mәreit]                  v.列举，枚举
enumerate            [i'nju:mәreit]                  v.列举枚举
enunciate            [i'nʌnsieit]                    v.发音；(清楚地)表达
enunciate            [i'nʌnsieit]                    v.发音,(清楚地)表达
enunciation          [i,nʌnsi'eiʃәn]                 n.阐明，发表
environ              [in'vaiәrәn]                    v.包围，围绕
